Student ID,Name,Age,Gender,10th Grade %,12th Grade %,School Board,Stream in 12th,Favorite Subject,Favorite Subject Marks,Top Scored Subject,Top Subject Marks,Hobby,Problem Solving Skill,Communication Skill,Leadership Skill,Creative Thinking,Analytical Ability,Social Behavior,Preferred Career Paths,Long Term Goal,Recommended Career,Alternative Career Options
STU1283,Rebecca Williams,24,Male,77.92,73.57,CBSE,Science PCB,Chemistry,70.71,Biology,72.36,Reading,Good,Excellent,Good,Good,Excellent,Introvert,Food Technologist,Private Job,Food Technologist,"Financial Analyst, Pilot Training (Commercial Pilot License – CPL)"
STU1284,Bradley Roy,21,Female,81.89,89.49,State Board,Science PCB,Biology,99.6,Chemistry,77.74,DIY Projects,Excellent,Good,Excellent,Good,Excellent,Ambivert,Biotechnologist,Higher Studies,Biotechnologist,"Teacher (Commerce/Economics), Public Relations Officer"
STU1285,Stephanie Rosales,23,Female,90.79,52.14,ICSE,Commerce,Mathematics,92.39,Biology,78.14,Sketching,Good,Poor,Poor,Excellent,Excellent,Extrovert,Insurance Advisor,Private Job,Insurance Advisor,"Pilot Training (Commercial Pilot License – CPL), Bachelor of Architecture (B.Arch)"
STU1286,Rebecca Ramirez,20,Male,96.88,94.99,CBSE,Science PCM,Physics,78.72,Mathematics,70.71,Building Model Planes,Excellent,Poor,Excellent,Good,Excellent,Ambivert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Journalist/Reporter, Teacher/Professor (School or College level)"
STU1287,Christina Nunez,20,Female,87.96,68.54,CBSE,Science PCM,Physics,98.21,Physics,94.2,Reading Adventure Books,Excellent,Average,Poor,Good,Excellent,Introvert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Doctor, Bachelor of Architecture (B.Arch)"
STU1288,Jonathan Hughes,19,Other,71.55,83.04,CBSE,Science PCB,Biology,71.36,Chemistry,86.17,Reading,Excellent,Excellent,Good,Good,Excellent,Ambivert,Environmental Scientist,Higher Studies,Environmental Scientist,"Teacher (Biology/Science), Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU1289,Timothy Lopez,21,Male,68.55,80.4,ICSE,Arts,History,71.42,English Literature,90.39,Writing Short Stories,Average,Excellent,Excellent,Excellent,Excellent,Extrovert,Content Writer/Editor,Private Job,Content Writer/Editor,"Social Worker/NGO Manager, Chartered Accountant (CA)"
STU1290,Jonathan Wilson,20,Other,87.55,93.19,State Board,Science PCB,Chemistry,77.03,Biology,96.44,Writing,Excellent,Excellent,Good,Poor,Poor,Extrovert,Doctor,Higher Studies,Doctor,"Chartered Accountant (CA), Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU1291,Scott Becker,23,Male,64.1,68.94,ICSE,Arts,History,97.88,History,95.65,Volunteering in Community,Good,Excellent,Good,Average,Good,Ambivert,Social Worker/NGO Manager,Social Impact,Social Worker/NGO Manager,"Stock Broker, Journalist/Reporter"
STU1292,Cynthia Pearson,20,Male,80.96,84.07,CBSE,Commerce,Economics,99.42,Economics,71.04,Writing Essays,Excellent,Good,Excellent,Good,Excellent,Introvert,Economist,Higher Studies,Economist,"Insurance Advisor, Bachelor of Architecture (B.Arch)"
STU1293,Kelly Hawkins,23,Other,69.48,66.21,State Board,Arts,Political Science,80.0,Political Science,74.96,Writing Stories,Good,Excellent,Excellent,Excellent,Poor,Extrovert,Journalist/Reporter,Private Job,Journalist/Reporter,"Teacher (Commerce/Economics), Lawyer (Corporate, Criminal, Civil Law)"
STU1294,Larry White,18,Other,80.18,73.5,State Board,Science PCM,Mathematics,82.79,Mathematics,82.13,Traveling,Excellent,Average,Good,Good,Excellent,Extrovert,Pilot Training (Commercial Pilot License – CPL),Government Job,Pilot Training (Commercial Pilot License – CPL),"Environmental Scientist, Content Writer/Editor"
STU1295,Jessica Day,19,Other,77.73,77.54,CBSE,Science PCB,Biology,79.6,Chemistry,95.88,Storytelling,Good,Excellent,Good,Average,Average,Ambivert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Entrepreneur/Business Owner, Pharmacist"
STU1296,Christine French,22,Male,98.72,91.42,ICSE,Science PCM,Mathematics,76.21,Physics,91.73,Building Model Planes,Excellent,Excellent,Average,Good,Excellent,Ambivert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Nurse, Civil Services Officer (IAS, IPS, IFS)"
STU1297,Zachary Burton,18,Female,84.81,83.54,State Board,Arts,History,81.76,Political Science,89.61,Debating,Good,Excellent,Average,Poor,Excellent,Introvert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Electronics & Communication Engineering, Dentist"
STU1298,Alicia Mercer,18,Other,72.69,80.3,State Board,Arts,Political Science,71.48,History,84.27,Debating,Good,Excellent,Good,Good,Excellent,Ambivert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Insurance Advisor, Pharmacist"
STU1299,Zachary Foster,21,Male,83.71,83.86,ICSE,Science PCB,Chemistry,96.72,Biology,77.6,Reading,Good,Excellent,Good,Poor,Good,Introvert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Tourism & Hospitality Professional (Travel Agent, Event Planner), Lawyer (Corporate, Criminal, Civil Law)"
STU1300,Lisa Boyd,24,Other,68.53,61.0,CBSE,Arts,Geography,89.77,Geography,84.31,Cooking Dishes,Good,Excellent,Good,Good,Excellent,Introvert,"Tourism & Hospitality Professional (Travel Agent, Event Planner)",Private Job,"Tourism & Hospitality Professional (Travel Agent, Event Planner)","Mechanical Engineering, Doctor"
STU1301,Leslie Richard,24,Female,84.83,83.85,State Board,Arts,Psychology,75.69,History,91.11,Listening to Music,Good,Excellent,Good,Good,Average,Extrovert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Bank Manager/Officer, Investment Banker"
STU1302,Cheryl Garrett,24,Other,91.85,75.48,State Board,Science PCM,Physics,94.56,Physics,97.13,Tech Exploration,Excellent,Average,Average,Good,Excellent,Ambivert,Electrical Engineering,Private Job,Electrical Engineering,"Marine Engineering (Merchant Navy), Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU1303,Yvonne Bradley,23,Male,86.65,88.39,CBSE,Science PCB,Chemistry,87.18,Biology,85.64,Writing,Good,Good,Good,Poor,Excellent,Ambivert,Homeopath/Ayurvedic Practitioner,Private Job,Homeopath/Ayurvedic Practitioner,"Electrical Engineering, Journalist/Reporter"
STU1304,Jessica Gonzalez,23,Other,88.64,81.27,ICSE,Science PCB,Chemistry,82.53,Biology,71.27,Reading,Excellent,Good,Excellent,Good,Excellent,Ambivert,Dentist,Private Job,Dentist,"Biotechnologist, Financial Analyst"
STU1305,Angela Stanley,21,Female,89.86,98.22,ICSE,Science PCM,Physics,80.05,Physics,73.54,Building Model Planes,Excellent,Excellent,Excellent,Good,Excellent,Ambivert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Social Worker/NGO Manager, Marine Engineering (Merchant Navy)"
STU1306,Joanna Brown,18,Other,93.4,79.3,CBSE,Science PCB,Biology,97.98,Chemistry,96.67,Social Work,Excellent,Good,Poor,Excellent,Average,Extrovert,Veterinarian,Private Job,Veterinarian,"Company Secretary (CS), Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU1307,Jennifer Webster,23,Female,88.99,78.93,CBSE,Arts,History,92.79,History,75.96,Debating,Good,Excellent,Excellent,Average,Good,Extrovert,"Civil Services Officer (IAS, IPS, IFS)",Government Job,"Civil Services Officer (IAS, IPS, IFS)","Content Writer/Editor, Environmental Scientist"
STU1308,Yvonne Mitchell,18,Female,76.65,98.41,ICSE,Science PCM,Mathematics,90.81,Mathematics,75.11,Reading,Excellent,Average,Poor,Good,Excellent,Introvert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Biotechnologist, Psychologist/Counselor"
STU1309,Michael Arroyo,19,Female,82.42,84.52,CBSE,Commerce,Mathematics,80.29,Economics,98.23,Tech Exploration,Excellent,Good,Excellent,Good,Excellent,Ambivert,Economist,Higher Studies,Economist,"Physiotherapist, Journalist/Reporter"
STU1310,James Rogers,23,Male,71.89,87.91,State Board,Science PCB,Chemistry,86.76,Chemistry,80.18,Traveling,Excellent,Good,Excellent,Good,Excellent,Ambivert,Environmental Scientist,Higher Studies,Environmental Scientist,"Company Secretary (CS), Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU1311,Kimberly Lyons,19,Female,81.55,86.78,State Board,Commerce,Economics,78.58,Economics,86.09,Budget Planning,Excellent,Excellent,Average,Good,Excellent,Ambivert,Financial Analyst,Private Job,Financial Analyst,"Biotechnologist, Stock Broker"
STU1312,Natalie Reeves,21,Other,94.5,93.83,ICSE,Science PCB,Chemistry,71.06,Biology,99.2,Sketching,Excellent,Good,Poor,Good,Average,Extrovert,Dentist,Private Job,Dentist,"Investment Banker, Economist"
STU1313,Larry Chambers,18,Female,77.88,88.3,CBSE,Science PCB,Chemistry,93.45,Chemistry,78.04,Writing,Good,Good,Good,Average,Excellent,Extrovert,Pharmacist,Private Job,Pharmacist,"Public Relations Officer, Insurance Advisor"
STU1314,Kristopher Quinn,19,Other,79.67,85.93,ICSE,Commerce,Accountancy,94.53,Mathematics,86.98,Solving Puzzles,Excellent,Poor,Good,Poor,Excellent,Ambivert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Electronics & Communication Engineering, Psychologist/Counselor"
STU1315,Scott Martin,18,Other,94.33,91.93,CBSE,Science PCM,Physics,70.39,Physics,73.71,Watching Documentaries,Excellent,Excellent,Good,Good,Excellent,Introvert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"B.Sc. in Physics, Chemistry, Mathematics, Electrical Engineering"
STU1316,Dennis Ford,25,Female,67.91,78.29,CBSE,Arts,History,87.34,Psychology,80.11,Reading Psychology Books,Good,Excellent,Good,Good,Poor,Ambivert,Psychologist/Counselor,Private Job,Psychologist/Counselor,"Doctor, Biotechnologist"
STU1317,Andrew Gomez,21,Female,71.44,81.61,CBSE,Science PCB,Biology,84.37,Chemistry,95.38,Writing,Good,Excellent,Average,Excellent,Good,Introvert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Marine Engineering (Merchant Navy), Pilot Training (Commercial Pilot License – CPL)"
STU1318,Michael Holloway,24,Male,75.41,80.25,ICSE,Commerce,Accountancy,79.32,Accountancy,81.06,Solving Math Problems,Good,Average,Average,Average,Excellent,Introvert,Tax Consultant,Private Job,Tax Consultant,"Investment Banker, Teacher (Biology/Science)"
STU1319,Edward Larson,18,Male,67.08,72.61,State Board,Science PCM,Mathematics,86.27,Mathematics,72.75,Sketching,Excellent,Good,Excellent,Good,Excellent,Ambivert,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)",Government Job,"Indian Army, Navy, Air Force (NDA, CDS, AFCAT)","Cost and Management Accountant (CMA), Food Technologist"
STU1320,Karen Rich,18,Other,82.79,70.71,CBSE,Science PCB,Chemistry,93.1,Chemistry,88.07,Reading,Good,Good,Average,Average,Excellent,Ambivert,Homeopath/Ayurvedic Practitioner,Private Job,Homeopath/Ayurvedic Practitioner,"Tourism & Hospitality Professional (Travel Agent, Event Planner), Company Secretary (CS)"
STU1321,Kristen Hoover,22,Female,63.88,69.26,ICSE,Arts,Geography,74.35,History,84.03,Cooking Dishes,Good,Excellent,Poor,Good,Poor,Introvert,"Tourism & Hospitality Professional (Travel Agent, Event Planner)",Private Job,"Tourism & Hospitality Professional (Travel Agent, Event Planner)","Veterinarian, Investment Banker"
STU1322,Carol Moss,21,Other,61.41,71.78,ICSE,Arts,Geography,91.75,History,81.78,Exploring Local Places,Good,Excellent,Average,Good,Poor,Introvert,"Tourism & Hospitality Professional (Travel Agent, Event Planner)",Private Job,"Tourism & Hospitality Professional (Travel Agent, Event Planner)","Mechanical Engineering, Biotechnologist"
STU1323,Steven Nguyen,25,Other,78.11,70.28,State Board,Arts,History,96.69,Political Science,93.25,Writing Essays,Good,Excellent,Poor,Average,Excellent,Extrovert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Economist, Homeopath/Ayurvedic Practitioner"
STU1324,Amanda Cox,22,Female,92.87,96.98,State Board,Science PCM,Mathematics,89.12,Physics,93.77,Reading,Excellent,Poor,Excellent,Good,Excellent,Extrovert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Robotics Engineering, Chartered Accountant (CA)"
STU1325,David Sullivan MD,20,Other,76.3,72.32,CBSE,Science PCB,Biology,85.63,Physics,85.36,Reading,Excellent,Good,Good,Excellent,Excellent,Introvert,Physiotherapist,Private Job,Physiotherapist,"Stock Broker, Tourism & Hospitality Professional (Travel Agent, Event Planner)"
STU1326,Melissa Oliver,23,Male,82.7,93.8,CBSE,Commerce,Mathematics,84.57,Accountancy,94.58,Playing Strategy Games,Excellent,Good,Average,Good,Excellent,Introvert,Chartered Accountant (CA),Private Job,Chartered Accountant (CA),"Civil Services Officer (IAS, IPS, IFS), Forensic Scientist"
STU1327,Matthew Meyers,23,Male,78.6,86.27,State Board,Science PCB,Chemistry,87.26,Chemistry,92.46,Reading,Good,Excellent,Average,Excellent,Average,Extrovert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Civil Engineering, Electronics & Communication Engineering"
STU1328,Lynn Decker,21,Male,78.91,89.91,CBSE,Arts,History,76.79,History,71.54,Reading Novels,Good,Excellent,Excellent,Excellent,Poor,Extrovert,"Civil Services Officer (IAS, IPS, IFS)",Government Job,"Civil Services Officer (IAS, IPS, IFS)","Indian Army, Navy, Air Force (NDA, CDS, AFCAT), Social Worker/NGO Manager"
STU1329,Rita Perez,25,Female,83.85,85.76,State Board,Science PCB,Chemistry,79.17,Biology,79.06,Cooking,Good,Average,Good,Good,Excellent,Extrovert,Food Technologist,Private Job,Food Technologist,"Journalist/Reporter, Bachelor of Architecture (B.Arch)"
STU1330,Mark Johnson,25,Female,71.26,86.96,ICSE,Commerce,Accountancy,80.12,Economics,88.97,Reading Finance News,Good,Excellent,Poor,Excellent,Excellent,Introvert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Civil Services Officer (IAS, IPS, IFS), Lawyer (Corporate, Criminal, Civil Law)"
STU1331,Carrie Moore,23,Male,70.96,81.94,ICSE,Arts,Political Science,85.68,History,84.31,Networking,Good,Excellent,Good,Excellent,Excellent,Ambivert,Public Relations Officer,Private Job,Public Relations Officer,"Social Worker/NGO Manager, Financial Analyst"
STU1332,Christopher Johnson,22,Other,87.15,76.07,ICSE,Science PCM,Physics,89.07,Physics,92.95,DIY Projects,Excellent,Poor,Average,Good,Excellent,Ambivert,Mechanical Engineering,Higher Studies,Mechanical Engineering,"Cost and Management Accountant (CMA), Content Writer/Editor"
STU1333,Craig Hartman,21,Other,79.54,83.98,CBSE,Commerce,Business Studies,85.92,Economics,76.86,Mentoring Younger Students,Good,Excellent,Good,Average,Average,Extrovert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Journalist/Reporter, Biotechnologist"
STU1334,John Stewart,25,Female,66.14,77.13,State Board,Arts,History,85.43,Geography,83.57,Exploring Local Places,Good,Excellent,Poor,Good,Average,Extrovert,"Tourism & Hospitality Professional (Travel Agent, Event Planner)",Private Job,"Tourism & Hospitality Professional (Travel Agent, Event Planner)","Biotechnologist, Homeopath/Ayurvedic Practitioner"
STU1335,Regina Chang,25,Female,86.26,84.42,CBSE,Science PCB,Biology,76.8,Biology,96.08,Writing,Good,Average,Average,Good,Excellent,Introvert,Pharmacist,Private Job,Pharmacist,"Chartered Accountant (CA), Content Writer/Editor"
STU1336,Steven Jones,18,Female,85.23,82.36,ICSE,Science PCM,Physics,72.34,Physics,80.07,Traveling,Excellent,Average,Poor,Good,Excellent,Introvert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Chartered Accountant (CA), Civil Services Officer (IAS, IPS, IFS)"
STU1337,Samantha Wilson PhD,19,Male,94.29,96.24,CBSE,Science PCM,Physics,96.2,Mathematics,70.6,DIY Projects,Excellent,Average,Excellent,Excellent,Excellent,Ambivert,Robotics Engineering,Private Job,Robotics Engineering,"Company Secretary (CS), Pharmacist"
STU1338,Victoria Shields,18,Other,71.94,67.35,CBSE,Science PCM,Mathematics,94.0,Mathematics,82.11,Exploring Maps,Excellent,Poor,Average,Good,Excellent,Extrovert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Forensic Scientist, Financial Analyst"
STU1339,Steven Kelley Jr.,25,Male,81.84,86.95,State Board,Science PCM,Mathematics,77.58,Physics,76.82,Reading,Excellent,Poor,Average,Good,Excellent,Extrovert,"B.Sc. in Physics, Chemistry, Mathematics",Higher Studies,"B.Sc. in Physics, Chemistry, Mathematics","Civil Engineering, Veterinarian"
STU1340,Loretta Payne,20,Other,74.13,67.65,State Board,Arts,History,80.24,Political Science,98.98,Photography,Good,Excellent,Excellent,Excellent,Poor,Extrovert,Journalist/Reporter,Private Job,Journalist/Reporter,"Civil Engineering, Doctor"
STU1341,Brandon Frederick,23,Other,72.9,69.41,ICSE,Commerce,Economics,90.64,Economics,88.01,Sketching Diagrams,Good,Excellent,Good,Good,Excellent,Introvert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Content Writer/Editor, Physiotherapist"
STU1342,Jeffrey Johnson,23,Male,84.38,78.72,ICSE,Commerce,Business Studies,74.02,Accountancy,82.4,Writing,Good,Excellent,Excellent,Excellent,Good,Extrovert,Company Secretary (CS),Private Job,Company Secretary (CS),"Dietitian/Nutritionist, Doctor"
STU1343,Elizabeth Miller,25,Female,83.23,72.96,ICSE,Science PCB,Biology,71.67,Biology,70.33,Traveling,Excellent,Poor,Good,Good,Excellent,Ambivert,Environmental Scientist,Higher Studies,Environmental Scientist,"Content Writer/Editor, Chartered Accountant (CA)"
STU1344,Shelby Alvarez,24,Female,89.08,80.35,CBSE,Arts,History,91.16,History,72.06,Writing Essays,Good,Excellent,Excellent,Poor,Poor,Ambivert,"Civil Services Officer (IAS, IPS, IFS)",Government Job,"Civil Services Officer (IAS, IPS, IFS)","Content Writer/Editor, Bachelor of Architecture (B.Arch)"
STU1345,Frank Burns,22,Other,82.31,84.61,CBSE,Science PCB,Physics,97.16,Physics,79.31,Reading,Excellent,Good,Good,Good,Excellent,Introvert,Physiotherapist,Private Job,Physiotherapist,"Biomedical Engineering, Civil Engineering"
STU1346,Tammy Velazquez,22,Other,79.58,76.84,ICSE,Commerce,Economics,79.14,Mathematics,87.9,Reading Finance News,Excellent,Good,Excellent,Excellent,Excellent,Introvert,Financial Analyst,Private Job,Financial Analyst,"Dietitian/Nutritionist, Lawyer (Corporate, Criminal, Civil Law)"
STU1347,Jordan Stewart,22,Female,67.17,80.29,State Board,Science PCB,Biology,84.55,Biology,78.94,Writing,Good,Excellent,Good,Poor,Good,Ambivert,Teacher (Biology/Science),Government Job,Teacher (Biology/Science),"Food Technologist, Content Writer/Editor"
STU1348,Carolyn Wright,24,Other,67.51,88.19,State Board,Science PCB,Chemistry,83.19,Biology,81.51,Storytelling,Good,Good,Excellent,Average,Average,Introvert,Homeopath/Ayurvedic Practitioner,Private Job,Homeopath/Ayurvedic Practitioner,"Robotics Engineering, Teacher/Professor (School or College level)"
STU1349,Samantha Nunez,20,Female,76.91,73.39,CBSE,Commerce,Economics,72.97,Business Studies,87.84,Mentoring Younger Students,Good,Excellent,Good,Good,Excellent,Ambivert,Teacher (Commerce/Economics),Government Job,Teacher (Commerce/Economics),"Physiotherapist, Biotechnologist"
STU1350,Joseph Snyder,18,Other,85.61,85.47,CBSE,Commerce,Accountancy,81.75,Economics,73.15,Organizing Files,Good,Poor,Excellent,Excellent,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"B.Sc. in Physics, Chemistry, Mathematics, Teacher (Commerce/Economics)"
STU1351,Donald Robinson MD,22,Other,70.88,89.97,ICSE,Science PCB,Chemistry,71.81,Chemistry,93.68,Reading,Good,Excellent,Good,Excellent,Good,Ambivert,Nurse,Government Job,Nurse,"Food Technologist, Indian Army, Navy, Air Force (NDA, CDS, AFCAT)"
STU1352,Matthew Williams,19,Other,92.53,89.61,CBSE,Science PCB,Chemistry,77.96,Biology,73.52,Storytelling,Excellent,Good,Average,Good,Poor,Ambivert,Veterinarian,Private Job,Veterinarian,"Homeopath/Ayurvedic Practitioner, Public Relations Officer"
STU1353,Bryan Nelson,20,Male,89.81,80.57,ICSE,Science PCB,Biology,86.32,Biology,83.13,Social Work,Good,Excellent,Average,Average,Average,Extrovert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Electrical Engineering, Tax Consultant"
STU1354,Micheal Wright,19,Other,80.81,86.71,State Board,Science PCB,Chemistry,99.93,Chemistry,81.81,Writing,Good,Good,Average,Good,Excellent,Ambivert,Food Technologist,Private Job,Food Technologist,"Aerospace/Aeronautical Engineering, Tax Consultant"
STU1355,Jonathan Mccormick,23,Other,99.73,86.12,ICSE,Science PCB,Biology,88.14,Chemistry,85.82,Reading,Excellent,Excellent,Good,Good,Average,Introvert,Doctor,Higher Studies,Doctor,"Tourism & Hospitality Professional (Travel Agent, Event Planner), Teacher/Professor (School or College level)"
STU1356,Melissa Maldonado,21,Female,84.15,78.42,State Board,Arts,History,92.53,History,90.97,Storytelling,Good,Excellent,Excellent,Excellent,Average,Introvert,Public Relations Officer,Private Job,Public Relations Officer,"Mechanical Engineering, Financial Analyst"
STU1357,Scott Smith,19,Male,72.09,89.29,CBSE,Arts,History,93.45,History,80.88,Debating,Good,Excellent,Average,Good,Excellent,Extrovert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Teacher (Commerce/Economics), Entrepreneur/Business Owner"
STU1358,Lori Joseph,22,Male,97.07,99.14,CBSE,Science PCB,Chemistry,86.31,Chemistry,83.12,Reading,Excellent,Excellent,Good,Good,Poor,Extrovert,Doctor,Higher Studies,Doctor,"Chartered Accountant (CA), Teacher (Biology/Science)"
STU1359,Robert Carroll,20,Female,81.05,84.49,State Board,Science PCB,Chemistry,94.51,Biology,70.53,DIY Projects,Excellent,Excellent,Average,Good,Excellent,Introvert,Dentist,Private Job,Dentist,"Entrepreneur/Business Owner, Aerospace/Aeronautical Engineering"
STU1360,Maria Holland,20,Male,84.68,86.19,ICSE,Science PCM,Physics,97.03,Mathematics,87.49,Watching Documentaries,Excellent,Excellent,Good,Good,Excellent,Ambivert,Aerospace/Aeronautical Engineering,Higher Studies,Aerospace/Aeronautical Engineering,"Public Relations Officer, Teacher (Commerce/Economics)"
STU1361,Alyssa Martin,20,Other,73.57,73.95,State Board,Science PCB,Chemistry,78.87,Chemistry,81.91,Social Work,Good,Excellent,Average,Good,Average,Introvert,Dietitian/Nutritionist,Private Job,Dietitian/Nutritionist,"Veterinarian, Entrepreneur/Business Owner"
STU1362,Joseph Jefferson,25,Other,89.01,93.59,CBSE,Commerce,Mathematics,85.47,Mathematics,96.78,Reading Economics Books,Excellent,Good,Average,Good,Excellent,Ambivert,Economist,Higher Studies,Economist,"Investment Banker, Psychologist/Counselor"
STU1363,Douglas Campbell,21,Other,81.76,77.7,ICSE,Science PCB,Chemistry,74.94,Biology,76.13,Social Work,Excellent,Good,Poor,Poor,Poor,Ambivert,Veterinarian,Private Job,Veterinarian,"Bank Manager/Officer, Economist"
STU1364,Terrence Leon,22,Other,71.69,75.0,State Board,Science PCM,Physics,96.0,Physics,93.51,Exploring Maps,Excellent,Good,Good,Good,Excellent,Extrovert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Doctor, Physiotherapist"
STU1365,Cheyenne Conrad,18,Other,68.34,76.6,CBSE,Arts,Geography,84.09,Geography,73.53,Sketching Diagrams,Good,Excellent,Good,Average,Average,Ambivert,Teacher/Professor (School or College level),Government Job,Teacher/Professor (School or College level),"Aerospace/Aeronautical Engineering, Biotechnologist"
STU1366,Bryan Dunn,22,Male,85.17,86.67,ICSE,Science PCB,Chemistry,95.94,Chemistry,75.08,Storytelling,Good,Excellent,Average,Good,Excellent,Introvert,Nurse,Government Job,Nurse,"Doctor, Physiotherapist"
STU1367,Paul Adams,20,Male,90.87,83.04,State Board,Science PCB,Biology,91.95,Biology,97.34,Reading,Good,Poor,Good,Excellent,Excellent,Ambivert,Forensic Scientist,Private Job,Forensic Scientist,"Investment Banker, Biomedical Engineering"
STU1368,Laura Smith,25,Male,86.27,79.03,State Board,Commerce,Economics,89.83,Economics,74.12,Reading Tax Laws,Good,Good,Average,Good,Excellent,Ambivert,Tax Consultant,Private Job,Tax Consultant,"Company Secretary (CS), Teacher/Professor (School or College level)"
STU1369,Kimberly Burke,22,Male,91.52,94.89,State Board,Commerce,Economics,98.49,Mathematics,81.9,Stock Simulations,Excellent,Excellent,Average,Excellent,Excellent,Introvert,Financial Analyst,Private Job,Financial Analyst,"Insurance Advisor, Dietitian/Nutritionist"
STU1370,Cheyenne Hahn,18,Other,88.62,99.54,CBSE,Science PCM,Mathematics,94.09,Mathematics,77.47,DIY Projects,Excellent,Good,Excellent,Good,Excellent,Extrovert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Financial Analyst, Insurance Advisor"
STU1371,Barry Duncan,23,Male,87.44,94.02,CBSE,Science PCM,Physics,98.39,Mathematics,75.69,Reading Novels,Excellent,Excellent,Poor,Good,Excellent,Ambivert,Civil Engineering,Higher Studies,Civil Engineering,"Robotics Engineering, Biomedical Engineering"
STU1372,Nicole Horne,20,Other,91.82,89.42,ICSE,Commerce,Economics,99.42,Mathematics,92.88,Reading Economics Books,Excellent,Average,Excellent,Good,Excellent,Ambivert,Economist,Higher Studies,Economist,"Civil Engineering, Cost and Management Accountant (CMA)"
STU1373,James Benson,18,Male,85.4,93.79,State Board,Science PCM,Physics,95.7,Mathematics,88.45,Gaming,Excellent,Excellent,Average,Good,Excellent,Extrovert,Electronics & Communication Engineering,Private Job,Electronics & Communication Engineering,"Psychologist/Counselor, Stock Broker"
STU1374,Mary Jones,23,Female,84.98,79.74,ICSE,Arts,History,97.15,Political Science,97.19,Debating,Good,Excellent,Average,Excellent,Excellent,Introvert,"Lawyer (Corporate, Criminal, Civil Law)",Private Job,"Lawyer (Corporate, Criminal, Civil Law)","Cost and Management Accountant (CMA), Pharmacist"
STU1375,Rebecca Aguilar,19,Male,83.25,83.15,ICSE,Arts,Political Science,81.01,Political Science,71.71,Storytelling,Good,Excellent,Poor,Excellent,Excellent,Extrovert,Public Relations Officer,Private Job,Public Relations Officer,"Food Technologist, Homeopath/Ayurvedic Practitioner"
STU1376,Mark Mckenzie,21,Male,84.76,70.69,CBSE,Commerce,Economics,78.76,Economics,90.91,Playing Number Games,Good,Poor,Excellent,Average,Excellent,Introvert,Cost and Management Accountant (CMA),Private Job,Cost and Management Accountant (CMA),"Psychologist/Counselor, Company Secretary (CS)"
STU1377,Natalie Lara,19,Other,65.59,72.15,CBSE,Science PCM,Physics,88.7,Mathematics,74.66,Traveling,Excellent,Poor,Poor,Good,Excellent,Ambivert,Marine Engineering (Merchant Navy),Government Job,Marine Engineering (Merchant Navy),"Pilot Training (Commercial Pilot License – CPL), Electronics & Communication Engineering"
STU1378,Daniel Owens,19,Female,75.45,82.24,State Board,Commerce,Accountancy,70.25,Business Studies,91.69,Organizing Events,Good,Excellent,Excellent,Excellent,Good,Ambivert,Company Secretary (CS),Private Job,Company Secretary (CS),"Doctor, Investment Banker"
